   6.4313700e-01   3.1373000e-02   6.4313700e-01
   6.4313700e-01   3.1373000e-02   6.4313700e-01
   6.4313700e-01   3.1373000e-02   6.4313700e-01
   6.4313700e-01   3.1373000e-02   6.4313700e-01
   6.4313700e-01   3.1373000e-02   6.4313700e-01
   6.4313700e-01   3.1373000e-02   6.4313700e-01
   6.4313700e-01   3.1373000e-02   6.4313700e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.4509800e-01   3.1373000e-02   8.3529400e-01
   5.2941200e-01   3.1373000e-02   8.3529400e-01
   5.1372600e-01   3.1373000e-02   8.3529400e-01
   4.9803900e-01   3.1373000e-02   8.3529400e-01
   4.8235300e-01   3.1373000e-02   8.3529400e-01
   4.6274500e-01   3.1373000e-02   8.3529400e-01
   4.4705900e-01   3.1373000e-02   8.3529400e-01
   4.3137300e-01   3.1373000e-02   8.3529400e-01
   4.1568600e-01   3.1373000e-02   8.3529400e-01
   4.0000000e-01   3.1373000e-02   8.3529400e-01
   3.8431400e-01   3.1373000e-02   8.3529400e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   3.1373000e-02   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   4.1568600e-01   8.6666700e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   5.7647100e-01   9.2941200e-01
   3.1373000e-02   6.7451000e-01   8.6666700e-01
   3.1373000e-02   6.7451000e-01   8.6666700e-01
   3.1373000e-02   6.7451000e-01   8.6666700e-01
   3.1373000e-02   6.7451000e-01   8.6666700e-01
   3.1373000e-02   6.7451000e-01   8.6666700e-01
   3.1373000e-02   6.7451000e-01   8.6666700e-01
   3.1373000e-02   6.7451000e-01   8.6666700e-01
   3.1373000e-02   8.0392200e-01   6.7451000e-01
   3.1373000e-02   8.0392200e-01   6.7451000e-01
   3.1373000e-02   8.0392200e-01   6.7451000e-01
   3.1373000e-02   8.0392200e-01   6.7451000e-01
   3.1373000e-02   8.0392200e-01   6.7451000e-01
   3.1373000e-02   8.0392200e-01   6.7451000e-01
   3.1373000e-02   8.6666700e-01   5.4509800e-01
   3.1373000e-02   8.6666700e-01   5.4509800e-01
   3.1373000e-02   8.6666700e-01   5.4509800e-01
   3.1373000e-02   8.6666700e-01   5.4509800e-01
   3.1373000e-02   8.6666700e-01   5.4509800e-01
   3.1373000e-02   8.3529400e-01   3.5294100e-01
   3.1373000e-02   8.3529400e-01   3.5294100e-01
   3.1373000e-02   8.3529400e-01   3.5294100e-01
   3.1373000e-02   8.3529400e-01   3.5294100e-01
   3.1373000e-02   7.6862700e-01   3.1373000e-02
   3.1373000e-02   7.6862700e-01   3.1373000e-02
   3.1373000e-02   7.6862700e-01   3.1373000e-02
   3.1373000e-02   7.6862700e-01   3.1373000e-02
   4.8235300e-01   8.6666700e-01   3.1373000e-02
   4.8235300e-01   8.6666700e-01   3.1373000e-02
   4.8235300e-01   8.6666700e-01   3.1373000e-02
   4.8235300e-01   8.6666700e-01   3.1373000e-02
   4.8235300e-01   8.6666700e-01   3.1373000e-02
   4.8235300e-01   8.6666700e-01   3.1373000e-02
   6.7451000e-01   9.2941200e-01   3.1373000e-02
   6.7451000e-01   9.2941200e-01   3.1373000e-02
   6.7451000e-01   9.2941200e-01   3.1373000e-02
   6.7451000e-01   9.2941200e-01   3.1373000e-02
   6.7451000e-01   9.2941200e-01   3.1373000e-02
   6.7451000e-01   9.2941200e-01   3.1373000e-02
   8.6666700e-01   9.2941200e-01   3.1373000e-02
   8.6666700e-01   9.2941200e-01   3.1373000e-02
   8.6666700e-01   9.2941200e-01   3.1373000e-02
   8.6666700e-01   9.2941200e-01   3.1373000e-02
   8.6666700e-01   9.2941200e-01   3.1373000e-02
